osm_id,name,category,city,phone,alasan
3483900179,PT Asuransi Berdikari,insurance,Semarang,,duplikat entitas (nama/telepon sama)
1361081721,PT BAKTI MANDIRI PERKASA,company,Surabaya,+62318296878,duplikat entitas (nama/telepon sama)
12600062005,PT BAKTI MANDIRI PERKASA,company,Surabaya,+62318296878,duplikat entitas (nama/telepon sama)
502718047,PT Bitung Inti Cemerlang (produksi Sendal),company,Tangerang,,duplikat entitas (nama/telepon sama)
179746317,PT CMI,works,Bandung,,duplikat entitas (nama/telepon sama)
179746318,PT CMI,works,Bandung,,duplikat entitas (nama/telepon sama)
505707255,PT Djarum,company,,,duplikat entitas (nama/telepon sama)
1434832042,"PT Fajar Surya Wisesa,Tbk",works,Cikarang,,duplikat entitas (nama/telepon sama)
4351202175,PT Gudang Garam Tbk,company,Medan,,duplikat entitas (nama/telepon sama)
5161242221,PT HM Sampoerna,company,Tangerang,,duplikat entitas (nama/telepon sama)
540895307,PT HORISA (produksi jasa pencucian baju dan celana),company,Tangerang,,duplikat entitas (nama/telepon sama)
4193069267,PT Herona Express,company,Surabaya,,duplikat entitas (nama/telepon sama)
11290263610,PT International Chemical Industry,company,,,duplikat entitas (nama/telepon sama)
13725585616,PT Maxistar Intermoda Indonesia,company,,,duplikat entitas (nama/telepon sama)
514832250,PT PAM Lyonnaise Jaya,company,,,duplikat entitas (nama/telepon sama)
493576274,PT PELNI,company,,,duplikat entitas (nama/telepon sama)
4193079066,PT PLN Nusantara Power,company,Surabaya,+62318283180,duplikat entitas (nama/telepon sama)
13344028580,PT PLN Nusantara Power,company,Surabaya,+62 31 8283180,duplikat entitas (nama/telepon sama)
522853271,PT Padi Mas Prima,warehouse,Denpasar,,duplikat entitas (nama/telepon sama)
389863872,PT Perusahaan Perdagangan Indonesia,company,Semarang,,duplikat entitas (nama/telepon sama)
500830526,PT SWPP (produksi bingkai photo ekspor),company,Tangerang,,duplikat entitas (nama/telepon sama)
3096759043,PT Sangkuriang Internasional,company,Bandung,,duplikat entitas (nama/telepon sama)
642402491,PT Sinar Surabaya Sakti,works,Sidoarjo,,duplikat entitas (nama/telepon sama)
642244132,PT Surabaya Indah Permai,works,Sidoarjo,,duplikat entitas (nama/telepon sama)
642244334,PT Surabaya Indah Permai,works,Sidoarjo,,duplikat entitas (nama/telepon sama)
507535939,PT TELKOM,company,,,duplikat entitas (nama/telepon sama)
402035786,PT TOYOTA MOTOR MANUFACTURING INDONESIA,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
405594191,PT Telkom Indonesia,telecommunication,Denpasar,,duplikat entitas (nama/telepon sama)
155961374,PT UNITED TRACTOR,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
421572118,PT Waskita Karya (Persero),company,Bandung,,duplikat entitas (nama/telepon sama)
195766469,PT. Asabri,company,Makassar,,duplikat entitas (nama/telepon sama)
1434981598,PT. Astra Otoparts,works,Cikarang,,duplikat entitas (nama/telepon sama)
13189822636,PT. Astra Otoparts,works,Cikarang,,duplikat entitas (nama/telepon sama)
9861885970,PT. BAKTI MANDIRI PERKASA,company,Surabaya,,duplikat entitas (nama/telepon sama)
6864127822,PT. Benindo Winotama Persada,works,Tangerang,+62 21 5971 4759,duplikat entitas (nama/telepon sama)
1040760656,PT. Charoen Pokphand Indonesia tbk.,industrial,Medan,,duplikat entitas (nama/telepon sama)
155961690,PT. Cicero,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
5589552521,PT. Dharma Satya Nusantara,company,,,duplikat entitas (nama/telepon sama)
155961697,PT. Eka Boga Inti/ Hokben,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
155957607,PT. Gamya,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
629367822,PT. Garuda Indonesia,company,Medan,,duplikat entitas (nama/telepon sama)
11494049995,PT. Gemala Kempa Daya,works,Jakarta,,duplikat entitas (nama/telepon sama)
155961699,PT. Indomarco,works,Jakarta,,duplikat entitas (nama/telepon sama)
9677551922,PT. Insatek Maju Bersama - Administration Office,company,Bandung,+62 853 2222,duplikat entitas (nama/telepon sama)
4574370098,PT. JIAEC,company,Depok,,duplikat entitas (nama/telepon sama)
970764126,PT. Kawasan Industri Medan (Persero),company,Medan,,nama cocok pola noise (gedung/pemerintah/service center)
155961710,PT. Mustika Ratu Tbk,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
1385588789,"PT. Nippon Indosari Corpindo, Tbk.",industrial,Makassar,,duplikat entitas (nama/telepon sama)
13343995007,PT. PLN Nusantara Power,company,Surabaya,+62 31 8283180,duplikat entitas (nama/telepon sama)
540899969,PT. Panton Pile,works,Tangerang,,duplikat entitas (nama/telepon sama)
195254527,PT. Pelni Cabang Makassar,company,Makassar,,pola kantor cabang/gerai (bukan pengambil keputusan)
498689344,PT. Pertamina,company,,,duplikat entitas (nama/telepon sama)
1463032990,PT. Surya Madistrindo,industrial,Makassar,,duplikat entitas (nama/telepon sama)
519589978,PT. TELKOM,company,,,duplikat entitas (nama/telepon sama)
197882852,PT. United Tractors,company,Makassar,,duplikat entitas (nama/telepon sama)
540899965,PT. Waskita Karya,works,Tangerang,,duplikat entitas (nama/telepon sama)
487947862,PURA,works,Kudus,,duplikat entitas (nama/telepon sama)
153751746,PX Pavilion,mall,,+62 21 5577777; +62 21 58358605,"kategori mall (properti, bukan perusahaan)"
155949211,Pabrik Tahu,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
1507151943,Pabrik beton - Herstellung von Transportbeton - production of ready-mixed concrete,industrial,Makassar,,duplikat entitas (nama/telepon sama)
125583159,Pacific Place Mall,mall,,+62 21 5152299; +62 21 51400988,"kategori mall (properti, bukan perusahaan)"
1333415873,Palma Jaya,warehouse,Semarang,,duplikat entitas (nama/telepon sama)
585901767,Pamulang Square,mall,,,"kategori mall (properti, bukan perusahaan)"
4150378467,Pamulang Square,mall,,,"kategori mall (properti, bukan perusahaan)"
6281159190,Panasonic Service Center,company,,+628041111111,nama cocok pola noise (gedung/pemerintah/service center)
1096477744,Paradise Walk Serpong,mall,,+62 81250001300,"kategori mall (properti, bukan perusahaan)"
1381288979,Park 8 Boulevard,mall,,,"kategori mall (properti, bukan perusahaan)"
1089361187,Pasar Anyar Sari,industrial,Denpasar,,nama cocok pola noise (gedung/pemerintah/service center)
4150442843,Pasar Jaya. PD,mall,,,"kategori mall (properti, bukan perusahaan)"
156917199,Pasar Mangga Besar,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
529377488,Pasar Pagi Mangga Dua,mall,,,"kategori mall (properti, bukan perusahaan)"
157360113,Pasar Raya Manggarai,mall,,,"kategori mall (properti, bukan perusahaan)"
4244014955,Pasaraya,mall,,,"kategori mall (properti, bukan perusahaan)"
516775418,Pasaraya Grande Blok M,mall,,,"kategori mall (properti, bukan perusahaan)"
456688289,Pegadaian,company,Surabaya,,duplikat entitas (nama/telepon sama)
6155479292,Pegadaian,company,Tangerang,,duplikat entitas (nama/telepon sama)
705296588,Pelabuhan Barang Gresik,industrial,Gresik,,nama cocok pola noise (gedung/pemerintah/service center)
489926413,Pelabuhan Ikan Nizam Zachman,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
317545071,Pelabuhan Makassar,industrial,Makassar,,nama cocok pola noise (gedung/pemerintah/service center)
669873128,Pelabuhan Penyeberangan Ujung-Kamal,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
907371755,Pelabuhan Rakyat Paotere,industrial,Makassar,,nama cocok pola noise (gedung/pemerintah/service center)
705296593,Pelabuhan Semen Indonesia,industrial,Gresik,,nama cocok pola noise (gedung/pemerintah/service center)
1433576940,Pelabuhan Sunda Kelapa,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
1430916359,Pelabuhan Tanjung Emas,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
30088883,Pelabuhan Tanjung Priok,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
6335494597,Pelni,company,,,duplikat entitas (nama/telepon sama)
321796467,Permodalan Nasional Madani,company,Denpasar,,duplikat entitas (nama/telepon sama)
138096133,Pertamina,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
292809863,Pertamina,works,Medan,,duplikat entitas (nama/telepon sama)
342684105,Pertamina,company,Semarang,,duplikat entitas (nama/telepon sama)
374819659,Pertamina,industrial,Denpasar,,duplikat entitas (nama/telepon sama)
669873134,Pertamina,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
705296595,Pertamina,industrial,Gresik,,duplikat entitas (nama/telepon sama)
1381042644,Pertamina,company,Surabaya,,duplikat entitas (nama/telepon sama)
6230792398,Pertamina,company,,,duplikat entitas (nama/telepon sama)
6239456597,Pertamina Training and Consulting,company,,,duplikat entitas (nama/telepon sama)
1211749306,Perusahaan,company,Purwakarta,,duplikat entitas (nama/telepon sama)
1214257346,Perusahaan,company,Purwakarta,,duplikat entitas (nama/telepon sama)
1214257347,Perusahaan,company,Purwakarta,,duplikat entitas (nama/telepon sama)
119762428,Perusahaan Listrik Negara,company,Bandung,,duplikat entitas (nama/telepon sama)
6222915388,Petrokimia Gresik,company,,,duplikat entitas (nama/telepon sama)
6898406886,Phapros,company,,,duplikat entitas (nama/telepon sama)
11575592949,Pintu Masuk Utama Pusat Grosir Metro Tanah Abang,mall,,,"kategori mall (properti, bukan perusahaan)"
381937362,Plasa Telkom,telecommunication,Denpasar,,pola kantor cabang/gerai (bukan pengambil keputusan)
385581201,Plasa Telkom,telecommunication,Surabaya,,pola kantor cabang/gerai (bukan pengambil keputusan)
1107488995,Plasa Telkom,telecommunication,Bandung,,pola kantor cabang/gerai (bukan pengambil keputusan)
6230792587,Plasa Telkom Group,company,,,pola kantor cabang/gerai (bukan pengambil keputusan)
6255570300,Plasa Telkom Group,company,,,pola kantor cabang/gerai (bukan pengambil keputusan)
629367768,Plasa Telkom Monginsidi,company,Medan,,pola kantor cabang/gerai (bukan pengambil keputusan)
4150891445,Plaza 89,mall,,,"kategori mall (properti, bukan perusahaan)"
484853406,Plaza Adorama,mall,,,"kategori mall (properti, bukan perusahaan)"
4247890125,Plaza BII,company,,,nama cocok pola noise (gedung/pemerintah/service center)
352935226,Plaza Bintaro Jaya,mall,,,"kategori mall (properti, bukan perusahaan)"
121870309,Plaza Blok M,mall,,+62 21 7209288; +62 21 7209141,"kategori mall (properti, bukan perusahaan)"
337725915,Plaza Borobudur Ciledug,mall,,,"kategori mall (properti, bukan perusahaan)"
1449727108,Plaza Ciputat,mall,,,"kategori mall (properti, bukan perusahaan)"
125585295,Plaza Festival,mall,,+62 21 5263212; +62 21 5263144,"kategori mall (properti, bukan perusahaan)"
538319726,Plaza Indonesia,mall,,,"kategori mall (properti, bukan perusahaan)"
1429863466,Plaza Jayakarta,mall,,,"kategori mall (properti, bukan perusahaan)"
119451739,Plaza Kalibata,mall,,+62 21 7992017;+62 21 7970326,"kategori mall (properti, bukan perusahaan)"
4148382089,Plaza Kalibata,mall,,,"kategori mall (properti, bukan perusahaan)"
119784336,Plaza Kenari Mas,mall,,+62 21 39842777; +62 21 3150642,"kategori mall (properti, bukan perusahaan)"
4150995836,"Plaza Kuningan, Menara Selatan",mall,,,"kategori mall (properti, bukan perusahaan)"
157359258,Plaza Mebel,mall,,+62 21 7506370; +62 21 7506450,"kategori mall (properti, bukan perusahaan)"
158663679,Plaza Pondok Gede,mall,,,"kategori mall (properti, bukan perusahaan)"
498462373,Plaza Pondok Gede 2,mall,,,"kategori mall (properti, bukan perusahaan)"
119742886,Plaza Semanggi,mall,,+62 21 5275878; +62 21 25536408,"kategori mall (properti, bukan perusahaan)"
119772912,Plaza Senayan,mall,,+62 21 5725555; +62 21 5725008,"kategori mall (properti, bukan perusahaan)"
119773145,Plaza Senayan Arcadia,mall,,,"kategori mall (properti, bukan perusahaan)"
120911811,Plaza Slipi Jaya,mall,,,"kategori mall (properti, bukan perusahaan)"
6024390686,Plaza Telkom STO Telkom,company,,,nama cocok pola noise (gedung/pemerintah/service center)
1405612664,Plaza XXI Grand Kota Bintang,mall,,,"kategori mall (properti, bukan perusahaan)"
156270958,Pluit Junction,mall,,,"kategori mall (properti, bukan perusahaan)"
211383578,Pluit Village,mall,,,"kategori mall (properti, bukan perusahaan)"
121370647,Poins Square,mall,,+62 21 7691 018,"kategori mall (properti, bukan perusahaan)"
6213079012,Politron Service Center,company,,,nama cocok pola noise (gedung/pemerintah/service center)
14061116202,Polytron,company,,,duplikat entitas (nama/telepon sama)
158663677,Pondok Gede Plaza,mall,,,"kategori mall (properti, bukan perusahaan)"
83489551,Pondok Indah Mall 1,mall,,+62 21 7506750;+62 21 7506969,"kategori mall (properti, bukan perusahaan)"
83489722,Pondok Indah Mall 2,mall,,+62 21 7506750,"kategori mall (properti, bukan perusahaan)"
547850021,Pondok Indah Mall 3,mall,,,"kategori mall (properti, bukan perusahaan)"
11780214539,Pondok Kelapa Town Square,mall,,,"kategori mall (properti, bukan perusahaan)"
520208528,Pondok Kelapa Townsquare,mall,,,"kategori mall (properti, bukan perusahaan)"
9555672917,Prada Menteng Mall,mall,,,"kategori mall (properti, bukan perusahaan)"
6357812389,Propan Service Center,company,,,nama cocok pola noise (gedung/pemerintah/service center)
3226250963,Prudential,insurance,Medan,,duplikat entitas (nama/telepon sama)
3846419319,Prudential,insurance,Denpasar,,duplikat entitas (nama/telepon sama)
4236863557,Prudential,insurance,Denpasar,,duplikat entitas (nama/telepon sama)
13668306456,Prudential,insurance,Serang,,duplikat entitas (nama/telepon sama)
12317663863,Pt hamengku karya,company,Denpasar,,duplikat entitas (nama/telepon sama)
1111244356,Pt. Sermani Steel Corporation,industrial,Makassar,,duplikat entitas (nama/telepon sama)
340573487,Pt. The Koei Liem,works,Semarang,,duplikat entitas (nama/telepon sama)
1333544833,Pt. The Koei Liem,works,Semarang,,duplikat entitas (nama/telepon sama)
1333544834,Pt. The Koei Liem,works,Semarang,,duplikat entitas (nama/telepon sama)
1333544838,Pt. The Koei Liem,works,Semarang,,duplikat entitas (nama/telepon sama)
155954026,Pulogadung Trade Center,mall,,+62 21 460 0387;+62 21 4605117,"kategori mall (properti, bukan perusahaan)"
695665210,Pupuk Kujang,industrial,Karawang,,duplikat entitas (nama/telepon sama)
493624223,Puri Indah Mall,mall,,+62 21 5822 582,"kategori mall (properti, bukan perusahaan)"
4242314085,Puri Indah Mall (Back Entrance),mall,,,"kategori mall (properti, bukan perusahaan)"
4242318761,Puri Indah Mall (Main Entrance),mall,,,"kategori mall (properti, bukan perusahaan)"
481794040,Puri Indah Mall 2,mall,,,"kategori mall (properti, bukan perusahaan)"
119451617,Pusat Grosir Cililitan,mall,,+62 21 30016222;+62 21 3004754,"kategori mall (properti, bukan perusahaan)"
868596940,Pusat Penelitian dan Pengembangan Sumber Daya Air Pusair,research,Bandung,,duplikat entitas (nama/telepon sama)
6210541785,Pusri Wisma 101,company,,,nama cocok pola noise (gedung/pemerintah/service center)
4160704519,Px Pavilion,mall,,,"kategori mall (properti, bukan perusahaan)"
4146314225,Rabbani - Rawamangun,mall,,+62 21 47885007,"kategori mall (properti, bukan perusahaan)"
492067198,Ramayana,mall,,,"kategori mall (properti, bukan perusahaan)"
555033857,Ramayana Ciledug,mall,,,"kategori mall (properti, bukan perusahaan)"
158663685,Ramayana Department Store,mall,,,"kategori mall (properti, bukan perusahaan)"
154825738,Ramayana Plaza Koja,mall,,,"kategori mall (properti, bukan perusahaan)"
119772917,Ratu Plaza,mall,,,"kategori mall (properti, bukan perusahaan)"
155956221,Rawamangun Square,mall,,,"kategori mall (properti, bukan perusahaan)"
494066797,Roxy Square,mall,,+62 21 5695 3500,"kategori mall (properti, bukan perusahaan)"
217614698,Ruko Galaxy 2,mall,,,"kategori mall (properti, bukan perusahaan)"
528267112,Rumah Kaca,warehouse,Jakarta,,duplikat entitas (nama/telepon sama)
421884156,SENTRA INDUSTRI IKAN PINDANG CIJAWURA,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
422428668,SENTRA INDUSTRI KASUR CIGONDEWAH,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
421884486,SENTRA INDUSTRI OPAK CIGONDEWAH,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
422427539,SENTRA INDUSTRI OVEN CIMINDI,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
422428091,SENTRA INDUSTRI SIKAT DAN SAPU CIBIRU,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
421882917,SENTRA INDUSTRI TELUR ASIN DERWATI,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
421906645,SENTRA INDUSTRI TEMPE DAN ONCOM SITU SAEUR,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
381615286,SND Racing,company,Bandung,,duplikat entitas (nama/telepon sama)
381615776,SND Racing,works,Bandung,,duplikat entitas (nama/telepon sama)
669873103,SPIL,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
669873105,SPIL,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
669873113,SPIL,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
669873123,SPIL,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
119772927,STC Senayan,mall,,,"kategori mall (properti, bukan perusahaan)"
9647417071,Sansure,company,,,duplikat entitas (nama/telepon sama)
97550317,Sarinah,mall,,,"kategori mall (properti, bukan perusahaan)"
873115073,Sayap Mas Utama,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
489332606,Seasons City,mall,,,"kategori mall (properti, bukan perusahaan)"
4148837498,Seasons City (Main Entrance),mall,,,"kategori mall (properti, bukan perusahaan)"
705296585,Semen Indonesia,industrial,Gresik,,duplikat entitas (nama/telepon sama)
48036723,Senayan City,mall,,+62 21 7237979; +62 21 7233399,"kategori mall (properti, bukan perusahaan)"
754516405,Senayan Park,mall,,,"kategori mall (properti, bukan perusahaan)"
422445507,Sentra Bengkel Las dan Bubut Jalan Bogor,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
1433665745,Sentra Bisnis Terpadu I & II,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
488751934,Sentra Bisnis Terpadu III,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
420622652,Sentra Industri Baju Bayi Hantap,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
422435166,Sentra Industri Peralatan Dapur Warungmuncang,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
374691145,Sequislife,insurance,Denpasar,,duplikat entitas (nama/telepon sama)
3755982238,Sequislife,insurance,Denpasar,,duplikat entitas (nama/telepon sama)
319553890,Service Centre Omega,company,,,nama cocok pola noise (gedung/pemerintah/service center)
121129218,Setiabudi One,mall,,+62 21 522 0568,"kategori mall (properti, bukan perusahaan)"
357047151,Sharp Electronics Indonesia,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
6393447191,"Sharp Service, Parts",company,,+62 800 1 225 588,nama cocok pola noise (gedung/pemerintah/service center)
4245860760,Sinarmas Land Plaza,company,,,nama cocok pola noise (gedung/pemerintah/service center)
4245864705,Sinarmas Land Plaza II,company,,,nama cocok pola noise (gedung/pemerintah/service center)
6216098890,Smartfren,telecommunication,Depok,,duplikat entitas (nama/telepon sama)
6282000193,Smartfren,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
6354486986,Smartfren,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
4235112862,Soepomo Office Park,company,,,nama cocok pola noise (gedung/pemerintah/service center)
4160750876,St.Moritz,mall,,,"kategori mall (properti, bukan perusahaan)"
1329266564,Stasiun CNG Bitung,industrial,Tangerang,,nama cocok pola noise (gedung/pemerintah/service center)
1329266561,"Stasiun Gas Bitung 2, 3 & 4",industrial,Tangerang,,nama cocok pola noise (gedung/pemerintah/service center)
1329266560,Stasiun Kompresor Gas,industrial,Tangerang,,nama cocok pola noise (gedung/pemerintah/service center)
703199464,Stasiun Penerima Gas Tandes,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
1293941896,Stasiun Pengumpul Gas Lapangan Jatinegara,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
1499530267,Stasiun Peti Kemas Ronggowarsito,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
1430916340,Stasiun Pompa Drainase Kali Semarang,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
8417996318,Stasiun Transmisi TV Indosiar Semarang,telecommunication,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
318780679,Sucofindo,company,Denpasar,,duplikat entitas (nama/telepon sama)
1386543275,Sumber Alfaria Trijaya,industrial,Tangerang,,duplikat entitas (nama/telepon sama)
391510441,Summarecon Mall Kelapa Gading,mall,,+62 21 4531 101; +62 21 4531 305,"kategori mall (properti, bukan perusahaan)"
263303987,Sunter Mall,mall,,+62 21 65832000; +62 21 65833000,"kategori mall (properti, bukan perusahaan)"
398161546,TELKOM,telecommunication,Tangerang,,duplikat entitas (nama/telepon sama)
494970788,TELKOM,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
1333439218,TOKO Kaca Surya,warehouse,Semarang,,duplikat entitas (nama/telepon sama)
119901489,Tamini Square,mall,,+62 21 87785888;+62 21 87785999,"kategori mall (properti, bukan perusahaan)"
6894760985,Tanto,company,,,duplikat entitas (nama/telepon sama)
288427518,Telkom,telecommunication,Medan,,duplikat entitas (nama/telepon sama)
288427527,Telkom,telecommunication,Medan,,duplikat entitas (nama/telepon sama)
429077898,Telkom,telecommunication,Surabaya,,duplikat entitas (nama/telepon sama)
3096805945,Telkom,telecommunication,Bandung,,duplikat entitas (nama/telepon sama)
4271280041,Telkom,telecommunication,Medan,,duplikat entitas (nama/telepon sama)
4298698191,Telkom,telecommunication,Surabaya,,duplikat entitas (nama/telepon sama)
120840852,Telkom Indonesia,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
127340266,Telkom Indonesia,company,,,duplikat entitas (nama/telepon sama)
157356463,Telkom Indonesia,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
236241829,Telkom Indonesia,telecommunication,Denpasar,,duplikat entitas (nama/telepon sama)
367970480,Telkom Indonesia,telecommunication,Denpasar,,duplikat entitas (nama/telepon sama)
428468543,Telkom Indonesia,telecommunication,Denpasar,,duplikat entitas (nama/telepon sama)
455011236,Telkom Indonesia,telecommunication,Surabaya,,duplikat entitas (nama/telepon sama)
482100278,Telkom Indonesia,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
499797097,Telkom Indonesia,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
519313817,Telkom Indonesia,telecommunication,Semarang,,duplikat entitas (nama/telepon sama)
522338926,Telkom Indonesia,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
4242336300,Telkom Indonesia,company,,,duplikat entitas (nama/telepon sama)
5955111420,Telkom Indonesia,telecommunication,Makassar,,duplikat entitas (nama/telepon sama)
6280833786,Telkom Indonesia,company,,,duplikat entitas (nama/telepon sama)
573849800,Telkom Semarang,telecommunication,Semarang,,duplikat entitas (nama/telepon sama)
455254839,Telkomsel,telecommunication,Surabaya,,duplikat entitas (nama/telepon sama)
565277690,Telkomsel,telecommunication,Semarang,,duplikat entitas (nama/telepon sama)
1323447767,Telkomsel,telecommunication,Kudus,,duplikat entitas (nama/telepon sama)
6183160192,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
6222915785,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
7913603389,Telkomsel,telecommunication,Surabaya,,duplikat entitas (nama/telepon sama)
9891572918,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
9891580818,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
9891580819,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
9891586217,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
9891594217,Telkomsel,telecommunication,Jakarta,,duplikat entitas (nama/telepon sama)
391516115,Teras Benhil,mall,,+62 21 29017377; +62 21 29017366,"kategori mall (properti, bukan perusahaan)"
850698168,Terminal BBM Pertamina,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
34637858,Terminal BBM Plumpang,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
239759320,Terminal BBM Sanggaran,industrial,Denpasar,,nama cocok pola noise (gedung/pemerintah/service center)
1430916368,Terminal BBM Semarang,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
761092785,Terminal BBM Ujung Berung,industrial,Bandung,,nama cocok pola noise (gedung/pemerintah/service center)
1089361497,Terminal Barang Denpasar,industrial,Denpasar,,nama cocok pola noise (gedung/pemerintah/service center)
669873136,Terminal Berlian,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
1430916366,Terminal CDC-CCC,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
705296587,Terminal Curah Kering dan Log,industrial,Gresik,,nama cocok pola noise (gedung/pemerintah/service center)
983690158,Terminal Deli,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
669873129,Terminal Jamrud,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
669873118,Terminal Kalimas,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
1430916364,Terminal LPG Semarang,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
669873131,Terminal Mirah,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
1444836009,Terminal Mobil Barang Tanah Merdeka,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
669873137,Terminal Nilam,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
1430916356,Terminal Nusantara,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
1430916367,Terminal Pelabuhan Dalam,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
755078033,Terminal Penumpang Tanjung Emas,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
423759971,Terminal Petikemas Makassar,industrial,Makassar,,nama cocok pola noise (gedung/pemerintah/service center)
546802395,Terminal Petikemas Semarang,industrial,Semarang,,nama cocok pola noise (gedung/pemerintah/service center)
93850847,Terminal Petikemas Surabaya,industrial,Surabaya,,nama cocok pola noise (gedung/pemerintah/service center)
138096139,Terminal Petikemas Surabaya,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
1466392015,Terminal Tanah Merah,industrial,Jakarta,,nama cocok pola noise (gedung/pemerintah/service center)
121706055,Thamrin City,mall,,+62 21 3900988; +62 21 3917879,"kategori mall (properti, bukan perusahaan)"
509344832,The Amboja,mall,,,"kategori mall (properti, bukan perusahaan)"
391402193,The Dharmawangsa Square,mall,,+62 21 7205066; +62 21 72787250,"kategori mall (properti, bukan perusahaan)"
157348300,The Park,mall,,+62 21 7822611; +62 21 7824822,"kategori mall (properti, bukan perusahaan)"
6335494720,Tjokro Bersaudara,company,,,duplikat entitas (nama/telepon sama)
1333544837,Toko Besi GC,works,Semarang,,duplikat entitas (nama/telepon sama)
568349987,Toyota Motor Manufacturing Indonesia,industrial,Karawang,,duplikat entitas (nama/telepon sama)
9728504528,Trade Mall Harco Glodok,mall,,,"kategori mall (properti, bukan perusahaan)"
215103532,Transmart Carrefour,mall,,+62 21 78840111; +62 21 78840113,"kategori mall (properti, bukan perusahaan)"
11945113650,Travoy Hub,mall,,,"kategori mall (properti, bukan perusahaan)"
563917064,Tribeca Central Park Mall Jakarta,mall,,+62 21 56988888,"kategori mall (properti, bukan perusahaan)"
